"Associate  it  more  with  a  man. ",NomAnaph,2,7,1,0,1,false,"ABS, ABS, ABS, NN, RBR, IN, DT, NN",false,false,0,false,false,false,false,0,1,false,"nsubj, dep, advmod, case, det, punct",false,false
"It  makes  me  feel  as  if  a  goose  were  walking  over  my  grave. ",NomAnaph,1,14,1,0,2,false,"ABS, ABS, ABS, ABS, VBZ, PRP, VB, IN",false,false,0,false,true,false,false,0,3,false,"nsubj, ccomp, punct",false,true
"She  jumped  up  promptly,  and  something  in  her  manner  reminded  me  that  her  position  was  a  dependent  one,  and  that  Mrs  Inglethorp,  kind  as  she  might  be  in  the  main,  did  not  allow  her  to  forget  it. ",ClauseAnaph,41,42,5,6,0,false,"VB, PRP, TO, VB, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj:xsubj, mark, xcomp, obj",false,false
"Well,  don't  let  him  have  too  much  of  it. ",NomAnaph,11,12,2,1,0,false,"VB, RB, JJ, IN, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"advmod, obj, nmod:of",false,false
"I  went  on,  'I'm  going  to  warn  you,  whether  you  like  it  or  not. ",ClauseAnaph,16,19,4,0,0,false,",, IN, PRP, VBP, CC, RB, ., ABS",false,false,0,true,false,false,false,0,0,false,"mark, nsubj, ccomp, obj, cc, advmod",false,false
"I  brushed  it  aside. ",NomAnaph,3,5,1,0,0,false,"ABS, ABS, PRP, VBD, RB, ., ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj, obj, advmod, punct",false,false
"Yes,  it's  a  fine  property. ",NomAnaph,3,8,2,0,1,false,"ABS, ABS, UH, ,, VBZ, DT, JJ, NN",false,false,1,false,true,true,true,0,0,false,"discourse, punct, nsubj, cop, det, amod, punct",false,false
"We  were  all  busy  during  the  morning  arranging  and  decorating  the  Hall  in  the  village  where  it  was  to  take  place. ",NomAnaph,17,22,1,3,0,false,"IN, DT, NN, WRB, VBD, TO, VB, NN",false,false,0,true,true,false,false,18,0,false,"advmod, nsubj, aux, mark, acl:relcl, obj",false,false
"Cynthia  took  the  bottle  and  examined  it  with  the  severity  of  a  judge. ",NomAnaph,7,14,1,1,2,false,"DT, NN, CC, VBD, IN, DT, NN, IN",false,true,0,true,false,false,false,0,0,false,"nsubj, cc, conj:and, obj, obl:with",false,false
"So  now  it  can't  be  done  until  tomorrow,  finished  Cynthia. ",ClauseAnaph,3,13,2,0,0,false,"ABS, ABS, RB, RB, MD, RB, VB, VBN",false,false,0,false,true,false,false,0,4,false,"advmod, advmod, nsubj:pass, aux, advmod, aux:pass, obl:until, punct, obj, punct",false,false
"Well,  said  Cynthia  graciously,  we  are  very  busy,  but  if  we  have  time  it  shall  be  done. ",ClauseAnaph,17,21,4,0,0,false,"IN, PRP, VBP, NN, MD, VB, VBN, .",false,false,0,true,true,false,false,0,0,false,"cc, advcl:if, nsubj:pass, aux, aux:pass, parataxis, conj:but",false,false
"The  little  nurse  withdrew,  and  Cynthia  promptly  took  a  jar  from  the  shelf,  refilled  the  bottle,  and  placed  it  on  the  table  outside  the  door. ",NomAnaph,22,29,4,4,2,false,"NN, ,, CC, VBD, IN, DT, NN, IN",false,true,0,true,false,false,false,0,0,false,"nsubj, cc, conj:and, obj, obl:on",false,false
"His  head  was  exactly  the  shape  of  an  egg,  and  he  always  perched  it  a  little  on  one  side. ",NomAnaph,15,21,2,3,2,false,"CC, PRP, RB, VBD, DT, JJ, IN, CD",false,false,1,true,false,true,true,0,2,false,"cc, nsubj, advmod, conj:and, obj, obl:npmod",false,false
"Mary  Cavendish  was  saying  in  the  voice  of  a  woman  desperately  controlling  herself:  Then  you  won't  show  it  to  me? ",NomAnaph,20,23,2,3,0,false,"PRP, MD, RB, VB, IN, PRP, ., ABS",false,true,0,true,false,false,false,0,0,false,"advmod, nsubj, aux, advmod, parataxis, obj, obl:to",false,false
"Then  show  it  to  me. ",NomAnaph,3,6,1,0,0,false,"ABS, ABS, RB, VB, IN, PRP, ., ABS",false,true,0,true,false,false,false,0,0,false,"advmod, obj, obl:to, punct",false,false
"I  tell  you  it  is  not  what  you  imagine. ",NomAnaph,4,10,1,0,0,false,"ABS, PRP, VBP, PRP, VBZ, RB, WP, PRP",false,false,0,true,true,false,false,0,0,false,"nsubj, csubj, iobj, obj",false,false
"It  does  not  concern  you  in  the  least. ",NomAnaph,1,9,1,0,2,false,"ABS, ABS, ABS, ABS, VBZ, RB, NN, PRP",false,false,1,false,true,true,true,0,4,false,"nsubj, aux, advmod, obj, obl:in, punct",false,false
"I  will  pour  it  out. ",NomAnaph,4,6,1,0,0,false,"ABS, PRP, MD, VB, RP, ., ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj, aux, obj, compound:prt, punct",false,false
"I  will  take  it  to  Emily. ",NomAnaph,4,7,1,0,0,false,"ABS, PRP, MD, VB, IN, NNP, ., ABS",false,true,0,true,false,false,false,0,0,false,"nsubj, aux, obj, obl:to, punct",false,false
"He  poured  it  out,  and  went  out  of  the  room  carrying  it  carefully. ",NomAnaph,3,15,2,0,1,false,"ABS, ABS, PRP, VBD, RP, ,, CC, VBD",false,false,0,true,true,false,false,0,5,false,"nsubj, obj, compound:prt, punct, conj:and, punct",false,true
"He  poured  it  out,  and  went  out  of  the  room  carrying  it  carefully. ",NomAnaph,13,15,2,1,0,false,"IN, DT, NN, VBG, RB, ., ABS, ABS",false,false,0,true,false,false,false,0,0,false,"acl, obj",false,false
"He  laughed  rather  ruefully,  as  he  described  how  he  had  discovered  a  very  rare  species  of  fern  in  an  inaccessible  place,  and  in  his  efforts  to  obtain  it  had  lost  his  footing,  and  slipped  ignominiously  into  a  neighbouring  pond. ",NomAnaph,30,43,4,3,2,false,"PRP$, NNS, TO, VB, VBD, VBN, PRP$, NN",false,false,0,true,true,false,false,0,8,false,"mark, acl:to, obj",false,false
"It  was  obviously  locked  or  bolted  on  the  inside. ",NomAnaph,1,10,1,0,1,false,"ABS, ABS, ABS, ABS, VBD, RB, VBN, CC",false,false,0,false,true,false,false,0,5,false,"nsubj:pass, aux:pass, advmod, conj:or, obl:on, punct",false,false
"It's  never  been  undone. ",NomAnaph,1,6,1,0,0,false,"ABS, ABS, ABS, ABS, VBZ, RB, VBN, VBN",false,false,0,false,true,false,false,0,0,false,"nsubj:pass, aux:pass, advmod, aux:pass, punct",false,false
"The  framework  of  the  door  was  solid,  and  for  a  long  time  it  resisted  our  efforts,  but  at  last  we  felt  it  give  beneath  our  weight,  and  finally,  with  a  resounding  crash,  it  was  burst  open. ",NomAnaph,14,42,6,3,3,true,"IN, DT, JJ, NN, VBD, PRP$, NNS, ,",false,false,3,true,true,true,true,0,5,false,"cc, obl:for, nsubj, conj:and, obj",false,false
"The  framework  of  the  door  was  solid,  and  for  a  long  time  it  resisted  our  efforts,  but  at  last  we  felt  it  give  beneath  our  weight,  and  finally,  with  a  resounding  crash,  it  was  burst  open. ",NomAnaph,24,42,6,4,2,false,"IN, JJ, PRP, VBD, VB, IN, PRP$, NN",false,false,2,true,true,true,true,0,1,false,"nsubj, ccomp, obl:beneath",false,true
"The  framework  of  the  door  was  solid,  and  for  a  long  time  it  resisted  our  efforts,  but  at  last  we  felt  it  give  beneath  our  weight,  and  finally,  with  a  resounding  crash,  it  was  burst  open. ",NomAnaph,38,42,6,6,0,false,"DT, JJ, NN, ,, VBD, VBN, JJ, .",false,false,1,true,true,true,false,0,0,false,"cc, advmod, punct, obl:with, punct, nsubj:pass, aux:pass, conj:and, conj:and, xcomp",false,false
"We  propose  that  it  should  take  place  tomorrow  night...or  rather  tonight. ",NomAnaph,4,14,2,0,1,false,"ABS, PRP, VBP, IN, MD, VB, NN, NN",false,false,0,true,true,false,false,0,0,false,"mark, nsubj, aux, ccomp, obj, obl:tmod, punct, conj:or",false,true
"Wilkins  hadn't  an  idea  of  such  a  thing,  until  Bauerstein  put  it  into  his  head. ",NomAnaph,14,18,2,2,1,false,",, IN, NNP, VBD, IN, PRP$, NN, .",false,true,0,true,false,false,false,0,0,false,"mark, nsubj, advcl:until, obj, obl:into",false,false
"I  spent  it  in  ransacking  the  library  until  I  discovered  a  medical  book  which  gave  a  description  of  strychnine  poisoning. ",NomAnaph,3,21,1,0,4,false,"ABS, ABS, PRP, VBD, IN, VBG, DT, NN",false,true,1,true,true,true,true,0,0,false,"nsubj, obj, obl:in, advcl:until, punct",false,false
"And  that  little  curious  fact,  that  possibly  paltry  little  detail  that  will  not  tally,  we  put  it  here! ",NomAnaph,19,21,3,4,0,false,"NN, ,, PRP, VBD, RB, ., ABS, ABS",false,false,0,true,false,false,false,0,0,false,"mark, obl, punct, nsubj, dep, obj, advmod",false,false
"He  was  carefully  engaged  in  brushing  his  coat  before  putting  it  on,  and  seemed  wholly  engrossed  in  the  task. ",NomAnaph,11,21,2,1,1,false,"PRP$, NN, IN, VBG, IN, ,, CC, VBD",false,true,0,true,true,false,false,0,0,false,"case, obl:before, obj, compound:prt",false,false
"She  was  obviously  upset,  and  it  had  taken  her  appetite  away. ",ClauseAnaph,7,13,2,0,1,false,"RB, JJ, ,, CC, VBD, VBN, PRP$, NN",false,false,0,true,true,false,false,0,0,false,"cc, nsubj, aux, conj:and, obj, advmod",false,false
"Therefore  she  drank  it  between  then  and  half-past  eight...certainly  not  much  later. ",NomAnaph,4,17,3,0,1,false,"ABS, RB, PRP, VBD, IN, RB, CC, RB",false,true,2,true,false,true,true,0,0,false,"advmod, nsubj, obj, advcl:between, advcl:between, punct",false,false
"In  the  meantime,  remember  it. ",NomAnaph,6,7,2,1,0,false,"DT, NN, ,, VB, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"obl:in, punct, obj, punct",false,false
"He  retrieved  it,  and  buried  it  neatly. ",NomAnaph,3,9,2,0,0,false,"ABS, ABS, PRP, VBD, ,, CC, VBD, PRP",false,false,0,true,true,false,false,0,0,false,"nsubj, obj, punct, conj:and, punct",false,true
"He  retrieved  it,  and  buried  it  neatly. ",NomAnaph,7,9,2,0,0,false,"PRP, ,, CC, VBD, RB, ., ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj, cc, conj:and, obj, advmod",false,false
"He  did  so,  on  the  round  table  by  the  window,  but  it  was  an  ill-advised  proceeding;  for,  the  top  of  it  being  loose,  it  tilted  up,  and  precipitated  the  despatch-case  on  the  floor. ",NomAnaph,14,44,9,2,5,false,"DT, NN, ,, CC, VBD, DT, JJ, HYPH",false,false,2,true,true,true,true,0,7,false,"cc, nsubj, cop, det, amod, conj:but, punct, parataxis, parataxis",false,false
"He  did  so,  on  the  round  table  by  the  window,  but  it  was  an  ill-advised  proceeding;  for,  the  top  of  it  being  loose,  it  tilted  up,  and  precipitated  the  despatch-case  on  the  floor. ",NomAnaph,27,44,9,5,2,false,",, DT, NN, IN, VBG, JJ, ,, PRP",true,false,1,true,true,true,false,0,13,false,"mark, nsubj, cop, acl:of",false,false
"He  did  so,  on  the  round  table  by  the  window,  but  it  was  an  ill-advised  proceeding;  for,  the  top  of  it  being  loose,  it  tilted  up,  and  precipitated  the  despatch-case  on  the  floor. ",NomAnaph,31,44,9,5,2,false,"PRP, VBG, JJ, ,, VBD, RP, ,, CC",false,false,0,true,true,false,false,0,9,false,"mark, punct, nsubj, punct, nsubj, parataxis, compound:prt, punct, conj:and",false,false
"He  took  out  the  key  from  the  lock,  and  passed  it  to  me  to  inspect. ",NomAnaph,12,17,2,2,0,false,"NN, ,, CC, VBD, IN, PRP, TO, VB",false,true,0,true,true,false,false,14,0,false,"nsubj, cc, conj:and, obj, obl:to, advcl:to",false,true
"It  was  an  ordinary  key  of  the  Yale  type,  with  a  bit  of  twisted  wire  through  the  handle. ",NomAnaph,1,20,2,0,5,false,"ABS, ABS, ABS, ABS, VBD, DT, JJ, NN",false,false,2,false,true,true,true,0,4,false,"nsubj, cop, det, amod, nmod:of, punct, nmod:with, punct",false,false
"However,  he  went  to  the  length  of  unbolting  it,  and  opening  and  shutting  it  several  times;  this  he  did  with  the  utmost  precaution  against  making  any  noise. ",NomAnaph,10,31,4,1,3,false,"DT, NN, IN, VBG, ,, CC, NN, CC",false,false,2,true,true,true,true,0,12,false,"case, acl:of, obj",false,false
"However,  he  went  to  the  length  of  unbolting  it,  and  opening  and  shutting  it  several  times;  this  he  did  with  the  utmost  precaution  against  making  any  noise. ",NomAnaph,16,31,4,1,3,false,"CC, NN, CC, VBG, JJ, NNS, :, DT",false,false,2,true,true,true,true,0,6,false,"cc, conj:and, conj:and, obj, obl:tmod",false,false
"He  examined  it  carefully,  and  then,  nimbly  whipping  out  a  pair  of  small  forceps  from  his  case,  he  drew  out  some  minute  particle  which  he  carefully  sealed  up  in  a  tiny  envelope. ",NomAnaph,3,36,4,0,5,false,"ABS, ABS, PRP, VBD, RB, ,, CC, RB",false,false,2,true,true,true,true,0,10,false,"nsubj, obj, advmod, punct, conj:and, punct",false,false
"A  small  quantity  of  a  dark  fluid  remained  in  the  saucepan,  and  an  empty  cup  and  saucer  that  had  been  drunk  out  of  stood  near  it. ",NomAnaph,27,28,2,4,0,false,"IN, IN, VBD, IN, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"case, obl:out_of, obl:near",false,false
"Poirot  delicately  dipped  his  finger  into  liquid,  and  tasted  it  gingerly. ",NomAnaph,11,13,2,1,0,false,"NN, ,, CC, VBD, RB, ., ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj, cc, conj:and, obj, advmod",false,false
"Mon  ami,  he  said,  turning  to  me,  somebody  stepped  on  that  cup,  grinding  it  to  powder,  and  the  reason  they  did  so  was  either  because  it  contained  strychnine  or...which  is  far  more  serious...because  it  did  not  contain  strychnine! ",NomAnaph,18,48,8,2,1,false,"DT, NN, ,, VBG, IN, NN, ,, CC",false,true,1,true,true,true,false,0,0,false,"nsubj, parataxis, conj:and, obj, obl:to",false,false
"Mon  ami,  he  said,  turning  to  me,  somebody  stepped  on  that  cup,  grinding  it  to  powder,  and  the  reason  they  did  so  was  either  because  it  contained  strychnine  or...which  is  far  more  serious...because  it  did  not  contain  strychnine! ",NomAnaph,31,48,8,3,0,false,"RB, VBD, CC, IN, VBD, NN, CC, :",false,false,1,true,true,true,false,0,10,false,"mark, nsubj, advcl:because, obj, obj",false,false
"Mon  ami,  he  said,  turning  to  me,  somebody  stepped  on  that  cup,  grinding  it  to  powder,  and  the  reason  they  did  so  was  either  because  it  contained  strychnine  or...which  is  far  more  serious...because  it  did  not  contain  strychnine! ",NomAnaph,43,48,8,3,0,false,"RBR, JJ, :, IN, VBD, RB, VB, NN",false,false,0,true,true,false,false,0,0,false,"mark, nsubj, aux, advmod, advcl:because, obj",false,false
"It  fitted,  and  he  opened  the  box,  but  after  a  moment's  hesitation,  closed  and  relocked  it,  and  slipped  the  bunch  of  keys,  as  well  as  the  key  that  had  originally  stood  in  the  lock,  into  his  own  pocket. ",NomAnaph,1,46,7,0,6,false,"ABS, ABS, ABS, ABS, VBD, ,, CC, PRP",false,false,1,false,true,true,true,0,9,false,"nsubj, punct, conj:and, punct, conj:and, conj:and, conj:and, punct",false,false
"It  fitted,  and  he  opened  the  box,  but  after  a  moment's  hesitation,  closed  and  relocked  it,  and  slipped  the  bunch  of  keys,  as  well  as  the  key  that  had  originally  stood  in  the  lock,  into  his  own  pocket. ",NomAnaph,20,46,7,2,4,false,",, VBD, CC, VBD, ,, CC, VBD, DT",false,false,1,true,true,true,true,0,5,false,"cc, conj:and, conj:and, obj",false,true
"But  it  should  be  done...at  once! ",ClauseAnaph,2,9,2,0,0,false,"ABS, ABS, ABS, CC, MD, VB, VBN, NFP",false,false,0,false,true,false,false,0,4,false,"cc, nsubj:pass, aux, aux:pass, punct, advcl:at, punct",false,false
"He  went  down  on  his  knees,  examining  it  minutely...even  going  so  far  as  to  smell  it. ",NomAnaph,9,20,3,1,0,false,"PRP$, NNS, ,, VBG, RB, NFP, RB, VBG",false,false,0,true,true,false,false,0,6,false,"dep, obj, advmod, punct, dep",false,true
"He  went  down  on  his  knees,  examining  it  minutely...even  going  so  far  as  to  smell  it. ",NomAnaph,19,20,3,1,0,true,"RB, IN, IN, NN, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"advmod, dep, advmod, obl:npmod",false,false
"Finally,  he  poured  a  few  drops  of  the  cocoa  into  a  test  tube,  sealing  it  up  carefully. ",NomAnaph,17,20,3,3,0,false,"NN, NN, ,, VBG, RP, RB, ., ABS",false,false,0,true,false,false,false,0,0,false,"dep, obj, compound:prt, advmod",false,false
"No,  for  it  is  still  perceptibly  damp  and  smells  of  coffee. ",NomAnaph,4,13,2,0,0,false,"ABS, UH, ,, IN, VBZ, RB, RB, JJ",false,false,1,false,true,true,false,0,6,false,"discourse, punct, obl:for, cop, advmod, advmod, conj:and, punct",false,false
"It  may  turn  out  to  be  a  piece  of  one  of  Mrs  Inglethorp's  own  dresses,  and  quite  unimportant. ",NomAnaph,1,21,2,0,4,false,"ABS, ABS, ABS, ABS, MD, VB, RP, TO",false,false,2,false,true,true,true,4,7,false,"nsubj, aux, compound:prt, xcomp, xcomp, punct",false,false
"It  must  have  been  done  since  yesterday,  otherwise  a  good  housemaid  would  have  at  once  removed  it  with  blotting-paper  and  a  hot  iron. ",NomAnaph,1,27,3,0,3,false,"ABS, ABS, ABS, ABS, MD, VB, VBN, VBN",false,false,2,false,true,true,true,0,4,false,"nsubj:pass, aux, aux, aux:pass, obl:since, punct, parataxis, punct",false,false
"It  must  have  been  done  since  yesterday,  otherwise  a  good  housemaid  would  have  at  once  removed  it  with  blotting-paper  and  a  hot  iron. ",NomAnaph,18,27,3,1,2,false,"VB, IN, RB, VBN, IN, NN, HYPH, NN",false,true,1,true,false,true,true,0,0,false,"case, advmod, advcl:at, obj, obl:with, obl:with",false,false
"I  suppose  it  is  the  sample  of  cocoa. ",NomAnaph,3,9,1,0,1,false,"ABS, ABS, PRP, VBP, VBZ, DT, NN, IN",false,false,0,true,true,false,false,0,3,false,"nsubj, cop, det, ccomp, nmod:of",false,false
"The  fire  burns...and  it  destroys. ",NomAnaph,6,8,2,1,0,false,"NN, VBZ, ,, CC, VBZ, ., ABS, ABS",false,false,0,true,true,false,false,0,0,false,"cc, nsubj, conj:and",false,false
"I  relinquished  the  piece  of  paper,  and  watched  him  put  it  away  in  his  case,  with  the  same  methodical  care  that  he  bestowed  on  everything. ",NomAnaph,12,28,3,1,2,false,"CC, VBD, PRP, VB, RB, IN, PRP$, NN",false,false,2,true,true,true,true,0,1,false,"nsubj, ccomp, obj, advmod, obl:in, punct, obl:with",false,false
"We  went  out  through  that  door,  locking  both  it  and  that  of  Mrs  Inglethorp's  room  as  before. ",NomAnaph,10,20,2,2,2,false,"NN, ,, VBG, CC, CC, DT, IN, NNP",false,false,0,true,false,false,false,0,2,false,"dep, obj, obj",false,false
"It  has  been  recently  done;  is  it  not  so? ",NomAnaph,1,11,2,0,0,false,"ABS, ABS, ABS, ABS, VBZ, VBN, RB, VBN",false,false,0,false,true,false,false,0,0,false,"nsubj:pass, aux, aux:pass, advmod, punct, parataxis, punct",false,false
"It  has  been  recently  done;  is  it  not  so? ",NomAnaph,8,11,2,0,0,false,"RB, VBN, :, VBZ, RB, RB, ., ABS",false,false,0,true,false,false,false,0,0,false,"cop, nsubj, advmod, parataxis",false,false
"I  don't  know  if  it  was  a  letter,  or  just  a  piece  of  paper,  but  it  had  writing  on  it,  and  she  kept  staring  at  it,  almost  as  if  she  couldn't  believe  what  was  written  there. ",NomAnaph,6,43,5,0,2,false,"VBP, RB, VB, IN, VBD, DT, NN, ,",false,false,0,true,true,false,false,0,8,false,"mark, nsubj, cop, det, advcl:if, punct, conj:or, punct, conj:or, punct, conj:or",false,false
"I  don't  know  if  it  was  a  letter,  or  just  a  piece  of  paper,  but  it  had  writing  on  it,  and  she  kept  staring  at  it,  almost  as  if  she  couldn't  believe  what  was  written  there. ",NomAnaph,19,43,5,2,0,false,"IN, NN, ,, CC, VBD, VBG, IN, PRP",false,false,0,true,true,false,false,0,2,false,"cc, nsubj, aux, advcl:if, conj:or, obl:on",false,false
"I  don't  know  if  it  was  a  letter,  or  just  a  piece  of  paper,  but  it  had  writing  on  it,  and  she  kept  staring  at  it,  almost  as  if  she  couldn't  believe  what  was  written  there. ",NomAnaph,23,43,5,2,0,false,"PRP, VBD, VBG, IN, ,, CC, PRP, VBD",false,false,0,true,true,false,false,0,5,false,"cc, nsubj, aux, advcl:if, conj:or, obl:on",false,true
"I  don't  know  if  it  was  a  letter,  or  just  a  piece  of  paper,  but  it  had  writing  on  it,  and  she  kept  staring  at  it,  almost  as  if  she  couldn't  believe  what  was  written  there. ",NomAnaph,30,43,5,2,0,false,"PRP, VBD, VBG, IN, ,, RB, IN, IN",false,false,0,true,true,false,false,0,2,false,"xcomp, obl:at",false,true
"She  still  had  the  letter,  or  whatever  it  was,  in  her  hand? ",NomAnaph,9,15,3,1,1,false,"NN, ,, CC, WDT, VBD, ,, IN, PRP$",false,false,0,true,true,false,false,0,2,false,"cc, obj, nsubj, cop, punct, case, nmod:poss, obj, conj:or",false,false
"What  would  she  be  likely  to  do  with  it  afterwards? ",NomAnaph,9,11,1,0,0,false,"JJ, TO, VB, IN, RB, ., ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj:xsubj, mark, xcomp, obl:with, advmod",false,false
"Well,  I  don't  know,  sir,  I  expect  she  would  lock  it  up  in  that  purple  case  of  hers. ",NomAnaph,15,23,4,0,1,false,"VBP, PRP, MD, VB, RP, IN, DT, JJ",false,false,1,true,false,true,true,0,1,false,"parataxis, nsubj, aux, parataxis, obj, compound:prt, obl:in",false,false
"She  brought  it  down  with  her  every  morning,  and  took  it  up  every  night. ",NomAnaph,3,16,2,0,0,false,"ABS, ABS, PRP, VBD, RP, IN, PRP$, DT",false,false,0,true,true,false,false,0,1,false,"nsubj, obj, compound:prt, obl:with, obl:tmod, punct, conj:and, punct",false,true
"She  brought  it  down  with  her  every  morning,  and  took  it  up  every  night. ",NomAnaph,12,16,2,0,0,false,"NN, ,, CC, VBD, RP, DT, NN, .",false,false,0,true,false,false,false,0,0,false,"nsubj, cc, conj:and, obj, compound:prt, obl:tmod",false,false
"She  missed  it  yesterday  at  lunch-time,  sir,  and  told  me  to  look  carefully  for  it. ",NomAnaph,3,20,4,0,1,false,"ABS, ABS, PRP, VBD, NN, IN, NN, HYPH",false,false,0,true,true,false,false,14,1,false,"nsubj, obj, obl:tmod, obl:at, punct, obj, punct, conj:and, punct",false,true
"She  missed  it  yesterday  at  lunch-time,  sir,  and  told  me  to  look  carefully  for  it. ",NomAnaph,19,20,4,1,0,false,"TO, VB, RB, IN, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj:xsubj, mark, xcomp, advmod, obl:for",false,false
"She  was  very  much  put  out  about  it. ",NomAnaph,8,9,1,0,0,false,"RB, VBN, RP, IN, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj:pass, aux:pass, advmod, compound:prt, obl:about, punct",false,false
"That's  it,  sir,  right  enough. ",NomAnaph,3,9,3,0,0,false,"ABS, ABS, DT, VBZ, ,, NN, ,, RB",false,false,0,true,false,false,false,0,0,false,"",false,false
"I  looked  everywhere  for  it. ",NomAnaph,5,6,1,0,0,false,"PRP, VBD, RB, IN, ., ABS, ABS, ABS",false,false,0,true,false,false,false,0,0,false,"nsubj, advmod, obl:for, punct",false,false
"Ah,  but  you  see  it  was  not  in  the  same  place  yesterday  as  it  was  today. ",NomAnaph,6,18,2,0,1,false,",, CC, PRP, VBP, VBD, RB, IN, DT",false,false,1,true,true,true,true,0,2,false,"nsubj, cop, advmod, case, det, amod, ccomp, obl:tmod, advcl:as",false,false
"Ah,  but  you  see  it  was  not  in  the  same  place  yesterday  as  it  was  today. ",NomAnaph,15,18,2,1,0,false,"JJ, NN, NN, IN, VBD, NN, ., ABS",false,false,0,true,true,false,false,0,0,false,"mark, nsubj, cop, advcl:as",false,false
